There were varying degrees of Romanization throughout Roman Dacia.	Houve vários graus de romanização em toda a Dácia romana.
He died in 1791, aged about 100, and was buried in Northumberland without a grave marker or monument (except for the creek that bears his name).	Ele morreu em 1791, com cerca de 100 anos, e foi enterrado em Northumberland sem uma lápide ou monumento (exceto pelo riacho que leva o seu nome).
Lycoming County was formed from Northumberland County in 1795.	O condado Lycoming foi formado a partir do contado de Northumberland em 1795.
When Plunketts Creek Township was formed in Lycoming County in 1838, the original name proposed was "Plunkett Township", but Plunkett's lack of active support for the American Revolution some years earlier had led some to believe his loyalty lay with the British Empire.	Quando o município de Plunketts Creek foi formado no condado de Lycoming em 1838, o nome original proposto era “Plunkett Township”, mas a falta de apoio ativo de Plunkett na Revolução Americana alguns anos antes levou a acreditar que sua lealdade estava com o Império Britânico.
The lingering suspicion of his loyalist sympathies led to the proposed name being rejected.	A suspeita contumaz de suas afinidades leais levou à rejeição do nome proposto.
Naming the township for the creek rather than its namesake was seen as an acceptable compromise.	Nomear o município com o riacho em vez de seu homônimo foi visto como um compromisso aceitável.
In 1832, John Barbour built a sawmill on Loyalsock Creek near the mouth of Plunketts Creek.	Em 1832, John Barbour construiu uma serraria em Loyalsock Creek, perto da foz de Plunketts Creek.
This developed into the village of Barbours Mills, today known as Barbours.	Isso se transformou na vila de Barbours Mills, hoje conhecida como Barbours.
In the 19th century, Barbours had several blacksmiths, a temperance hotel, post office, many sawmills, a school, store and wagon maker.	No século XIX, Barbours tinha vários ferreiros, um hotel de temperança, correios, muitas serrarias, uma escola, lojas e um carroceiro.
In 1840, a road was built north from Barbours along Plunketts Creek, crossing it several times.	Em 1840, foi construída uma via ao norte de Barbours ao longo de Plunketts Creek, cruzando-a várias vezes.
Rubidium was discovered in 1861 by Robert Bunsen and Gustav Kirchhoff, in Heidelberg, Germany, in the mineral lepidolite through flame spectroscopy.	O rubídio foi descoberto em 1861 por Robert Bunsen e Gustav Kirchhoff, em Heidelberg, na Alemanha, no mineral lepidolita usando espectroscopia de chama.
Because of the bright red lines in its emission spectrum, they chose a name derived from the Latin word rubidus, meaning "deep red".	Por causa das linhas vermelhas brilhantes em seu espectro de emissão eles escolheram um nome derivado da palavra latina rubidus, que significava “vermelho profundo”.
Rubidium is a minor component in lepidolite.	O rubídio é um componente secundário na lepidolita.
Kirchhoff and Bunsen processed 150 kg of a lepidolite containing only 0.24% rubidium oxide (Rb₂O).	Kirchhoff e Bunsen processaram 150 kg de uma lepidolita contendo apenas 0,24% de óxido de rubídio (Rb₂O).
Both potassium and rubidium form insoluble salts with chloroplatinic acid, but those salts show a slight difference in solubility in hot water.	Tanto o potássio quanto o rubídio formam sais insolúveis, como o ácido cloroplatínico, mas esses sais apresentam uma pequena diferença na solubilidade em água quente.
Therefore, the less soluble rubidium hexachloroplatinate (Rb₂PtCl₆) could be obtained by fractional crystallization.	Portanto o hexacloroplatinato de rubídio menos solúvel (Rb₂PtCl₆) pode ser obtido por cristalização fracionada.
After reduction of the hexachloroplatinate with hydrogen, the process yielded 0.51 grams of rubidium chloride for further studies.	Após redução do hexacloroplatinato com hidrogênio, o processo rendeu 0,51 gramas de cloreto de rubídio para estudos posteriores.
Bunsen and Kirchhoff began their first large-scale isolation of caesium and rubidium compounds with 44,000 litres (12,000 US gal) of mineral water, which yielded 7.3 grams of caesium chloride and 9.2 grams of rubidium chloride.	Bunsen e Kirchhoff começaram seu primeiro isolamento em larga escala de compostos de césio e rubídio com 44.000 litros (12.000 galões americanos) de água mineral, que rendeu 7,3 gramas de cloreto de césio e 9,2 de cloreto de rubídio.
Rubidium was the second element, shortly after caesium, to be discovered by spectroscopy, just one year after the invention of the spectroscope by Bunsen and Kirchhoff.	O rubídio foi o segundo elemento a ser descoberto por espectroscopia, logo depois do césio, apenas um ano após a invenção do espectroscópio por Bunsen e Kirchhoff.
The two scientists used the rubidium chloride to estimate that the atomic weight of the new element was 85.36 (the currently accepted value is 85.47).	Os dois cientistas usaram o cloreto de rubídio para estimar que a massa atômica do novo elemento era 85,36 (o valor atualmente aceito é 85,47).
They tried to generate elemental rubidium by electrolysis of molten rubidium chloride, but instead of a metal, they obtained a blue homogeneous substance, which "neither under the naked eye nor under the microscope showed the slightest trace of metallic substance".	Eles tentaram gerar rubídio elementar por eletrólise de cloreto de rubídio fundido, mas em vez de um metal, obtiveram uma substância homogênea azul, que “nem a olho nu, nem ao microscópio, mostrou o menor traço de substância metálica”.
They presumed that it was a subchloride (Rb	Eles presumiram que era um subcloreto (Rb
₂Cl); however, the product was probably a colloidal mixture of the metal and rubidium chloride.	₂Cl); no entanto, o produto era provavelmente uma mistura coloidal do metal com o cloreto de rubídio.
In a second attempt to produce metallic rubidium, Bunsen was able to reduce rubidium by heating charred rubidium tartrate.	Em uma segunda tentativa de gerar rubídio metálico, Bunsen conseguiu reduzir o rubídio aquecendo o tartarato de rubídio carbonizado.
Although the distilled rubidium was pyrophoric, they were able to determine the density and the melting point.	Embora o rubídio destilado fosse pirofórico, eles conseguiram determinar a densidade e o ponto de fusão.
The quality of this research in the 1860s can be appraised by the fact that their determined density differs by less than 0.1 g/cm³ and the melting point by less than 1 °C from the presently accepted values.	A qualidade dessa pesquisa na década de 1860 pode ser prestigiada pelo fato de sua densidade determinada diferir em menos de 0,1 g/cm³ e seu ponto de fusão em menos de 1 °C dos valores atualmente aceitos.
The slight radioactivity of rubidium was discovered in 1908, but that was before the theory of isotopes was established in 1910, and the low level of activity (half-life greater than 10¹⁰ years) made interpretation complicated.	A ligeira radioatividade do rubídio foi descoberta em 1908, mas isso foi antes de a teoria dos isótopos ser definida em 1910, e o baixo nível de atividade (meia-vida maior que 10¹⁰ anos) deixou a interpretação complicada.
The now proven decay of ⁸⁷Rb to stable ⁸⁷Sr through beta decay was still under discussion in the late 1940s.	O agora comprovado decaimento de ⁸⁷Rb para estabilizar ⁸⁷Sr através do decaimento beta ainda estava em discussão no final da década de 1940.
Rubidium had minimal industrial value before the 1920s.	O rubídio tinha um valor industrial mínimo antes da década de 1920.
Since then, the most important use of rubidium is research and development, primarily in chemical and electronic applications.	Desde então, o uso mais importante do rubídio é em pesquisa e desenvolvimento, principalmente em aplicações químicas e eletrônicas.
The history of the tea processing corresponds intimately with the role that tea played in Chinese society and the preferred methods of its consumption in ancient Chinese society.	A história do processamento do chá corresponde intimamente ao papel que o chá desempenhava na sociedade chinesa e aos métodos preferenciais de seu consumo na antiga sociedade chinesa.
Variations of these processing techniques are still used in modern tea processing albeit being far more mechanized.	Variações dessas técnicas de processamento ainda são empregads no processamento moderno de chá, apesar de serem muito mais mecanizadas.
The ancient Chinese society first encountered the tea plant in what is now southern China and processed it as another medicinal herb for use in Chinese herbology.	A antiga sociedade chinesa encontrou pela primeira vez a planta do chá no que hoje é o sul da China e a processou como uma outra erva medicinal para uso na herbologia chinesa.
The processing technique used to process fresh tea leaves was to immediately steam the fresh tea leaves and dry them for preservation, which is likely the most ancient Chinese form of tea leaf processing.	A técnica de processamento usada para processar folhas de chá frescas consistia em vaporizar imediatamente as folhas de chá frescas e secá-las para preservação, que é provavelmente a forma chinesa mais antiga de processamento de folhas de chá.
This processing method was perfected near the end of the Han Dynasty (206 BCE-220 CE) and produced a dried tea that would be classified today as "green tea" and quite similar to modern Japanese sencha.	Esse método de processamento foi aperfeiçoado perto do final da Dinastia Han (entre 206 aC e 220 dC) e produziu um chá seco que hoje seria classificado como “chá verde” e bastante semelhante ao sencha japonês moderno.
For consumption, dried tea leaves were either decocted with water around with other herbs, or ground into a powder to be taken straight, or in a liquid in the manner of matcha.	Para consumo, as folhas de chá secas eram infundidas com água ao redor com outras ervas, ou maceradas em pó para serem tomadas diretamente, ou em um líquido como matcha.
With the increase of tea's use in Chinese herbology, production methods changed, where the processed green tea leaves were not immediately dried after steaming.	Com o aumento do uso do chá na herbologia chinesa, os métodos de produção mudaram, onde as folhas de chá verde processadas não eram secas imediatamente após serem vaporizadas.
Rather the steamed tea leaves were first pulverized into a paste form, with the paste then formed in moulds and slowly dried into brick tea, a technique well described by Lu Yu in his work The Classic of Tea.	Em vez disso, as folhas de chá cozidas no vapor eram primeiro pulverizadas em forma de pasta, com a pasta então introduzida em moldes e lentamente seca em blocos de chá, uma técnica bem descrita por Lu Yu em seu trabalho The Classic of Tea.
Tender leaves and leaf buds were generally not used, as older mature tea leaves were preferred for tea production.	Folhas tenras e botões de folhas não eram usados normalmente porque as folhas de chá maduras mais velhas eram preferidas para a produção de chá.
Some tea bricks were also produced from mature whole leaves, which typically required the use of a cooked rice slurry (米湯) to bind the tea brick together.	Alguns blocos de chá também eram produzidos a partir de folhas inteiras maduras, o que normalmente exigia o uso de uma pasta de arroz cozida (米湯) para unir o bloco de chá.
The preference of producing tea in brick form possibly stems from the fact that it can be more easily transported and stored.	A preferência pela produção do chá em bloco possivelmente decorre do fato de poder ser mais facilmente transportado e armazenado.
The use of steam in fixation (殺青) of tea leaf enzymes is an important step in processing tea, with the leaves quickly cooled down and then undergoing further processing.	O uso de vapor na fixação (殺青) das enzimas da folha de chá é uma etapa importante no processamento do chá, com as folhas rapidamente resfriadas e depois submetidas ao processamento adicional.
The less tightly controlled methods of it in the past resulted in the creation of "yellow tea" when the tea leaves were over-steamed for fixation or were not quickly spread out, doused with water and cooled.	Os métodos menos controlados no passado resultaram na criação do “chá amarelo” quando as folhas de chá foram cozidas no vapor para fixação ou não foram rapidamente espalhadas, encharcas com água e resfriadas.
Although green tea was the most popular in Lu Yu's time, he personally considered yellow tea to be superior to green.	Apesar de o chá verde ser o mais popular na época de Lu Yu, ele pessoalmente considerava o chá amarelo melhor do que o verde.
Even when the leaves were quickly cooled, if they are left in piles (渥堆) for too long before processing, the leaves will begin to undergo microbial fermentation to produce "post-fermented tea".	Mesmo quando as folhas eram resfriadas, se fossem deixadas empilhadas (渥堆) por muito tempo antes do processamento, elas começavam a sofrer fermentação microbiana para produzir “chá pós-fermentado”.
This technique is somewhat similar to composting, albeit tightly controlled, and still used in the production of Liu'an tea (安徽六安籃茶) and was more recently introduced for the production of the "ripe" type pu-erh tea.	Essa técnica é um pouco semelhante à compostagem, embora rigidamente controlada, e ainda usada na produção de chá Liu'an (安徽六安籃茶) sendo introduzida mais recentemente para a produção do chá Pu-erh do tipo mais “maduro”.
The production of tea in brick forms and their storage also resulted in another type of post-fermented tea, which was produced by aging.	A produção de chá em forma de blocos e seu armazenamento também resultaram em outro tipo de chá pós-fermentado, que foi produzido por envelhecimento.
The long transport and storage times of the day unwittingly allowed the tea bricks to undergo prolonged exposure to the elements and to various microflora, which resulted in the aging, oxidation, and fermentation of green brick teas.	Os longos períodos de transporte e armazenamento da época permitiram involuntariamente que os blocos de chá sofressem exposição prolongada aos elementos e a várias microfloras, o que resultou no envelhecimento, oxidação e fermentação dos blocos de chá verde.
A brick of green tea that had been stored and aged into post-fermented tea was charred over charcoal to rid it of the layer of detritus, dust, and shiny multicoloured growths before being broken down into a powder, cooked, and then consumed.	Um bloco de chá verde que havia sido armazenado e envelhecido em chá pós-fermentado era carbonizado sobre carvão para livrá-lo da camada de detritos, poeira e culturas multicoloridas brilhantes antes de ser quebrado em pó, cozido e depois consumido.
By the end of Tang Dynasty (618-907CE) green, yellow, and post-fermented tea was commonly used in China and moved from purely being used in herbology to becoming a beverage drunk for pleasure.	No final da dinastia Tang (618 dC a 907 dC), os chás verde, amarelo e pós-fermentado eram comumente usados na China e passaram de puramente usado em herbologia para se tornarem uma bebida consumida por prazer.
New Directions' director Will Schuester (Matthew Morrison) suspects that cheerleading coach Sue Sylvester (Jane Lynch) has been colluding with rival glee clubs, and visits the Jane Addams Academy for girls recently released from juvenile detention.	O diretor do New Directions, Will Schuester (Matthew Morrison), suspeita que a treinadora das líderes de torcida, Sue Sylvester (Jane Lynch), esteja conspirando com clubes rivais de canto e visita a Jane Addams Academy para meninas recentemente libertadas da detenção juvenil.
When their club director Grace Hitchens (Eve) reveals the extent of the school's under-funding, Will invites her club to perform in the McKinley High auditorium.	Quando a diretora do clube, Grace Hitchens (Eve) revela a extensão do subfinanciamento da escola, Will convida seu clube para se apresentar no auditório da McKinley High.
Will is intimidated by their opposition, but Rachel (Lea Michele) assures him that the girls are using the power of "hairography"—frequent, dramatic hair-tossing—to distract from the fact their singing and dancing ability is limited. Will purchases wigs for New Directions and has them utilize hairography themselves, performing a mash-up of "Hair" and "Crazy in Love".	Will fica intimidado com a oposição deles, mas Rachel (Lea Michele) garante-lhe que as garotas estão usando o poder da “cabelografia” — arremessos de cabelo frequentes e dramáticos — para distrair do fato de que sua capacidade de cantar e dançar é limitada. Will compra perucas para o New Directions e faz com que eles mesmos usem a cabelografia, fazendo um mash-up de “Hair” com “Crazy in Love”.
Dalton Rumba (Michael Hitchcock), glee club director at Haverbrook School for the Deaf, feels slighted by the invitation Will extended to the Jane Addams Academy, and arranges for his own club to also perform at McKinley High.	Dalton Rumba (Michael Hitchcock), diretor do clube de canto de Haverbrook School for the Deaf, sente-se menosprezado pelo convite que Will estendeu à Jane Addams Academy, e organiza seu próprio clube para se apresentar também na McKinley High.
His club duets with New Directions on John Lennon's "Imagine", and Will realizes that the new mash-up and hairography routine is not working.	Seu clube faz um dueto com o New Directions em “Imagine” de John Lennon, e Will percebe que a nova coreografia com mash-up e cabelografia não está funcionando.
He removes it from the club's set-list, replacing it with a performance of "True Colors".	Ele remove-a do repertório do clube, substituindo-a por uma performance de “True Colors”.
Unbeknownst to Will, Sue reveals two songs from New Directions' line-up for sectionals to Grace and Dalton, suggesting they have their own clubs perform them to gain an edge in the competition.	Sem o conhecimento de Will, Sue revela duas músicas da formação do New Directions para os concorrentes Grace e Dalton, sugerindo que eles façam seus próprios clubes se apresentarem com elas para obterem vantagem na competição.
Quinn (Dianna Agron) begins to doubt her decision to give her baby to Will's wife Terri (Jessalyn Gilsig), and re-considers her stance on raising the baby with Puck (Mark Salling) instead of Finn (Cory Monteith).	Quinn (Dianna Agron) começa a repensar sua decisão de dar seu bebê para a esposa de Will, Terri (Jessalyn Gilsig), e reavalia sua posição de criar o bebê com Puck (Mark Salling), em vez de Finn (Cory Monteith).
She tells Terri she wants to keep the baby, but in an effort to change her mind, Terri's sister Kendra (Jennifer Aspen) has Quinn babysit her three unruly sons.	Ela diz a Terri que ela quer ficar com o bebê, mas em um esforço para mudá-la de ideia, a irmã de Terri, Kendra (Jennifer Aspen), faz com que Quinn cuide de seus três filhos rebeldes.
Quinn invites Puck to babysit with her and the two bond, however when Quinn discovers that Puck spent the evening sexting his ex-girlfriend Santana (Naya Rivera), she re-commits to having the baby adopted, believing her daughter deserves a better father.	Quinn convida Puck para tomar conta dela e os dois criam um vínculo, no entanto, quando Quinn descobre que Puck passou a noite fazendo sexo com sua ex-namorada, Santana (Naya Rivera), ela se compromete a dar o bebê para adoção, acreditando que sua filha merece um pai melhor.
Kurt (Chris Colfer) gives Rachel a make-over, ostensibly to help her attract Finn, but in reality attempting to sabotage her chances with him.	Kurt (Chris Colfer) faz uma transformação no visual de Rachel, ostensivamente para ajudá-a a atrair Finn, mas na realidade tenta sabotar suas chances com ele.
Finn is unimpressed with Rachel's new look before telling her he remembered having the conversation with Kurt about what he liked in girls.	Finn não está impressionado com a nova aparência de Rachel antes de dizer a ela que se lembrou de ter conversado com Kurt sobre o que ele admirava nas meninas.
Rachel confronts Kurt, stating that even if he is in love with Finn, she will always have a better chance "because [she's] a girl".	Rachel confronta Kurt, afirmando que mesmo que ele esteja apaixonado por Finn, ela sempre terá uma chance melhor "porque [ela] é uma garota".
But Kurt tells her that they are both kidding themselves: Finn is in love with Quinn and nothing will change that.	Mas Kurt diz a ela que ambos estão se enganando: Finn está apaixonado por Quinn e nada mudará isso.
"Hairography" was written by series creator Ian Brennan, and directed by Bill D'Elia.	“Cabelografia” foi escrito pelo criador da série Ian Brennan e dirigido por Bill D'Elia.
Recurring characters who appear in the episode are glee club members Brittany (Heather Morris), Santana Lopez (Rivera), Mike Chang (Harry Shum Jr.) and Matt Rutherford (Dijon Talton), Terri's sister Kendra Giardi (Aspen), Kendra's husband Phil (Michael Loeffelholz), and their triplet sons (Aidan, Ethan and Ben Freedman).	Personagens recorrentes que aparecem no episódio são os membros do clube de canto, Brittany (Heather Morris), Santana Lopez (Rivera), Mike Chang (Harry Shum Jr.) e Matt Rutherford (Dijon Talton), a irmã de Terri, Kendra Giardi (Aspen), o marido de Kendra, Phil (Michael Loeffelholz) e seus filhos trigêmeos (Aidan, Ethan e Ben Freedman).
Hitchcock guest-stars as rival glee club director Dalton Rumba, and rapper Eve plays another club director, Grace Hitchens.	Hitchcock é o ator convidado como diretor rival do clube de canto, Dalton Rumba, e a rapper Eve interpreta a diretora do outro clube, Grace Hitchens.
So You Think You Can Dance contestants Katee Shean, Kherington Payne and Comfort Fedoke appear as members of Grace's club.	Os participantes do So You Think You Can Dance, Katee Shean, Kherington Payne e Comfort Fedoke, aparecem como membros do clube de Grace.
Eve was contracted to appear in two episodes of Glee, having been offered the role of Grace after Whitney Houston declined to appear.	Eve foi contratada para aparecer em dois episódios de Glee, tendo sido oferecido-lhe o papel de Grace depois que Whitney Houston se recusou a aparecer.
Discussing her casting, Eve stated: "I got asked and I'd heard the buzz about the show.	Ao falar sobre seu papel, Eve declarou: “fui convidada e ouvi o burburinho sobre o programa.
SH-58 was first commissioned some time between March 1, 1930 and December 1, 1931.	A SH-58 foi comissionada pela primeira vez em algum momento entre 1º de março de 1930 e 1º de dezembro de 1931.
The original extent of the route was much shorter than the present highway.	A extensão original da rota era muito mais curta que a da atual rodovia.
In 1931, SH-58 was a dirt road extending from SH-8 east of Fairview north to Ringwood.	Em 1931, a SH-58 era uma estrada de terra que se estendia da SH-8 a leste de Fairview ao norte de Ringwood.
Prior to receiving the SH-58 designation, this section of road was part of US-164 and the first SH-13.	Antes de receber a designação SH-58, esse trecho da estrada fazia parte da US-164 e da primeira SH-13.
On May 29, 1930, AASHO approved an extension of US-60 that replaced US-164.	No dia 29 de maio de 1930, a AASHO aprovou uma extensão da US-60 que substituiu a US-164.
When US-60 replaced US-164 through the area, it was changed to the more westerly route it takes in the present day.	Quando a US-60 substituiu a US-164 pela área, foi alterada para a rota mais ocidental a qual leva atualmente.
The section of old U.S. highway that no longer had a designation became SH-58.	O trecho da antiga rodovia dos EUA que não tinha mais designação tornou-se a SH-58.
Throughout the 1930s, SH-58 was expanded in both directions.	Ao longo da década de 1930, a SH-58 foi expandida em ambas as direções.
The first addition to the highway came during the first half of 1932, when the highway was extended north to Helena.	A primeira adição à rodovia ocorreu durante o primeiro semestre de 1932, quando ela foi estendida para o norte até Helena.
No east–west highway existed at this point yet, leading to a spur end.	Nenhuma estrada de leste a oeste existia nesse ponto ainda, levando a um ramal.
The highway was extended to the south, replacing SH-44, to Canton on March 29, 1937. SH-58 was extended north to the Kansas state line sometime between April 1937 and April 1938.	A rodovia foi ampliada para o sul, substituindo a SH-44, até Canton, em 29 de março de 1937. A SH-58 foi ampliada para o norte até a divisão do estado do Kansas em algum momento entre abril de 1937 e abril de 1938.
This final extension brought SH-58's northern section to its present-day termini, and no major changes to the northern section have occurred since.	Essa última extensão trouxe o trecho norte da SH-58 para seus terminais atuais, e nenhuma mudança importante no trecho norte ocorreu desde então.
SH-58's southern section was first established on October 16, 1945, when SH-54 was given a new alignment further to the west; its old alignment was redesignated as SH-58.	O trecho sul da SH-58 foi estabelecido pela primeira vez no dia 16 de outubro de 1945, quando a SH-54 recebeu um novo alinhamento mais a oeste; seu antigo alinhamento foi redesignado como a SH-58.
The original routing of SH-58's southern section began at US-277 in Cyril, continued west through Apache, and turned north at the present-day western intersection of with SH-19.	A rota original do trecho sul da SH-58 começou na US-277 em Cyril, continuou a oeste por meio de Apache e virou ao norte na atual interseção oeste com a SH-19.
SH-58 continued north along its present alignment to Hydro, where it ended at US-66/SH-1.	A SH-58 continuou para o norte ao longo de seu atual alinhamento com Hydro, onde terminou na US-66/SH-1.
In 1955, SH-19 was established through southern Caddo County, taking over the east–west section of SH-58.	Em 1955, a SH-19 foi estabelecida pelo sul do condado de Caddo, assumindo o trecho de leste a oeste da SH-58.
Thus, SH-58 was truncated to where it intersected with SH-19 (the present day western end of their concurrency).	Assim, a SH-58 foi truncada na interseção com a SH-19 (o atual extremo oeste de sua paralela).
SH-58 was extended to its present terminus north of Hydro the next year.	A SH-58 foi estendida ao seu atual terminal ao norte de Hydro no ano seguinte.
The highway was further extended in 1964, bringing the southern terminus to its present location near Medicine Park.	A rodovia foi estendida ainda mais em 1964, trazendo o terminal sul para sua localização atual, perto de Medicine Park.
No further routing changes have occurred since then.	Nenhuma outra mudança de rota ocorreu desde então.
Live at Wembley was filmed at the London's Wembley Arena show of the Dangerously in Love Tour, Beyoncé's first international solo tour, on November 10, 2003.	Live at Wembley foi filmado no show da Wembley Arena, em Londres, da Dangerously in Love Tour, a primeira turnê internacional solo de Beyoncé, no dia 10 de novembro de 2003.
The tour supported her debut solo album, Dangerously in Love (2003).	A turnê deu origem ao seu primeiro álbum solo, Dangerously in Love (2003).
Most of the songs on Live at Wembley originate from that album, but it also contains a medley of past songs by her former group Destiny's Child and two soundtrack singles: "Work It Out" and "Summertime".	A maioria das músicas de Live at Wembley são originárias desse álbum, mas ele também contém uma mistura de músicas anteriores de sua ex-banda Destiny's Child e dois singles de trilha sonora: “Work It Out” e “Summertime”.
The second disc of Live at Wembley contains three previously unreleased studio recorded songs, including a cover of Rose Royce's "Wishing on a Star", and one remix each of "Crazy in Love", "Baby Boy" and "Naughty Girl".	O segundo disco de Live at Wembley contém três músicas inéditas gravadas em estúdio, incluindo um cover de “Wishing on a Star”, de  Rose Royce, e um remix de cada uma das seguintes: “Crazy in Love”, “Baby Boy” e “Naughty Girl”.
Behind-the-scenes footage can be also seen on the DVD.	Cenas dos bastidores também podem ser vistas no DVD.
The concert audio was mixed by Rick Camp, the same engineer who mixed at the concert venues.	O áudio do show foi mixado por Rick Camp, o mesmo engenheiro que fez a mixagem presencialmente nos concertos.
It is uncommon for mix engineers to specialize in both live and recorded mixing.	É incomum que engenheiros de mixagem se especializem tanto em mixagens ao vivo quanto gravadas.
For Camp, "Mixing Beyoncé is a pleasure because she's a real singer and makes it easy.	Para Camp, “Fazer a mixagem da Beyoncé é um prazer porque ela é uma cantora de verdade e isso facilita.
There is hardly an overdub on this project — it's 95 percent live Beyoncé." He further talked about the collaboration with Beyoncé with Mix magazine, saying: "In my 22 years of mixing, I've never come across anyone who could deliver like she does: vocally and her ability to do a show.	Quase não há overdub nesse projeto — é 95% da Beyoncé ao vivo.” Ele falou ainda sobre a colaboração com Beyoncé e com a revista Mix, dizendo: “em meus 22 anos de mixagem, nunca encontrei alguém que pudesse entregar como ela faz, vocalmente e pela sua capacidade de dar um show.”
I've seen this young woman run across a 60-foot stage, hit every note and never miss a thing.	Eu vi essa jovem correr por um palco de 60 pés, acertar todas as notas e nunca errar nada.
And that makes my job so much easier."	E isso torna o meu trabalho tão mais fácil.”
On stage, Beyoncé was backed by several male and female dancers performing choreography during the show.	No palco, Beyoncé foi acompanhada por vários dançarinos e dançarinas, realizando coreografias durante o show.
DJ Diamond who served as a DJ during the performances and a backing band provided the music.	O DJ Diamond que atuou como o DJ durante as apresentações e uma panda de apoio forneceram a música.
The performance starts with footage of the crowd during the concert cheering before the appearance of Beyoncé.	A apresentação começa com imagens da multidão no show aplaudindo antes da entrada de Beyoncé.
The curtains are lifted to reveal the stage and Beyoncé appears in red clothes hanging upside down while being taken to a sofa on the stage with a harness singing "Baby Boy".	As cortinas são levantadas para revelar o palco e Beyoncé aparece vestindo roupas vermelhas, pendurada de cabeça para baixo enquanto é levada para um sofá no meio do palco por um arnês, cantando “Baby Boy”.
She is backed by a big screen and several dancers on stage who perform a choreography around her.	Atrás dela há uma tela grande e vários dançarinos no palco que executam uma coreografia ao seu redor.
She later starts dancing with them as the song plays and a breakdown towards the end is also featured.	Mais tarde, ela começa a dançar com eles quando a música toca e um clímax é apresentado em direção ao encerramento.
She asks from the girls in the crowd to sing to "Naughty Girl" as she dances with background dancers while the words "Naughty Girl" are displayed on the screen behind her.	Ela pede às garotas na multidão para cantarem “Naughty Girl” enquanto ela dança com os dançarinos de fundo e as palavras “Naughty Girl” são exibidas na tela atrás dela.
Towards the end of the song she performs portions of Vanity 6's song "Nasty Girl" (1982) as a short dance break.	No final da música, ela canta partes da música “Nasty Girl” (1982) da Vanity 6 com uma pequena pausa para dançar.
The lights are turned off and later silhouettes of Beyoncé and her dancers appear performing a choreography in front of the screen which is colored white while a backing track is played.	As luzes são apagadas e depois silhuetas de Beyoncé e seus dançarinos aparecem realizando uma coreografia na frente da tela que está toda branca enquanto uma faixa de fundo é tocada.
Stelmach's policy on health care was highlighted by his removal of the province's health care premiums effective the end of 2008.	A política de Stelmach para assistência médica recebeu destaque pela remoção das mensalidades de plano de saúde da província a partir do final de 2008.
Critics had denounced the premiums as being regressive, both because they were the same amount regardless of the payer's income and because people with better-paying jobs often had their premiums covered by their employer.	Críticos haviam denunciado as mensalidades como algo regressivo, por terem o mesmo valor independentemente da renda do pagador e porque as mensalidades de pessoas com trabalhos mais bem remunerados costumavam ser pagas pelo empregador delas.
The opposition Liberal and New Democratic parties had long called for their removal.	Os partidos de oposição Liberal e Novo Partido Democrático já pediam a remoção há muito tempo.
This elimination was announced in a throne speech immediately before the dissolution of the legislature for the 2008 election, although it was initially promised to take effect by 2012.	Essa eliminação foi anunciada em uma fala do trono imediatamente antes da dissolução da legislatura para a eleição de 2008, apesar de inicialmente estar prometida para entrar em vigor em 2012.
During this campaign, Stelmach promised to increase the capacity of Alberta universities to train doctors and nurses over four years, eventually resulting in the graduation of 225 more doctors, 350 more registered nurses, and 220 licensed practical nurses.	Durante essa campanha, Stelmach prometeu aumentar a capacidade de treinamento de médicos e enfermeiras das universidades de Alberta durante quatro anos, o que resultaria na graduação de mais 225 médicos, 350 enfermeiras registradas e 220 assistentes de enfermagem licenciadas.
After the registrar of the Alberta College of Physicians and Surgeons called the plan unfeasible, Health Minister Dave Hancock clarified that most of the increase would in fact come from the immigration of foreign doctors to Alberta, rather than from in-province training.	Após o secretário do Alberta College of Physicians and Surgeons chamar o plano de inviável, o Ministro da Saúde Dave Hancock esclareceu que grande parte do aumento viria de fato da imigração de médicos estrangeiros para Alberta, e não do treinamento na província.
Following the election, Stelmach's new Minister of Health, Ron Liepert, released the government's new health plan.	Após a eleição, o novo ministro da saúde de Stelmach, Ron Liepert, lançou o novo plano de governo para a saúde.
In it, Liepert refused to characterize the problems in the health care system as being the result of doctor shortages, and instead promised structural reforms.	Nele, Liepert recusou-se a caracterizar os problemas no sistema de saúde como resultantes da falta de médicos e, em vez disso, prometeu reformas estruturais.
He indicated that these may include consolidating health authorities, closing rural hospitals, and de-listing some health services from coverage under the province's public health insurance scheme.	Ele indicou que elas podem incluir a consolidação de autoridades em saúde, o fechamento de hospitais rurais e a remoção da cobertura de alguns serviços de saúde sob o novo esquema de plano de saúde pública da província.
In May, the government took the first step in implementing these structural reforms by combining the province's nine health authorities into one health "superboard".	Em maio, o governo deu o primeiro passo para a implementação dessas reformas estruturais por meio da combinação das nove autoridades de saúde da província em um "superconselho" de saúde.
In June 2008, three senior health officials announced that they would be leaving the province's employment at the expiration of their contracts in August.	Em junho de 2008, três oficiais superiores de saúde anunciaram que deixariam o emprego na província assim que seus contratos terminassem em agosto.
Liepert blamed their departures on better offers from other employers, although New Democrat leader Brian Mason speculated that the government's health restructuring may have been to blame.	Liepert colocou a culpa da saída deles em ofertas melhores de outros empregadores, apesar de o líder do Novo Partido Democrático, Brian Mason, especular que a reestruturação da saúde do governo pode ter sido a responsável.
